id,codigo,nombre,departamento_id
1006,50124,Cabuyaro,22
1007,50223,Cubarral,22
1008,20032,Astrea,7
1009,25862,Vergara,15
1010,76020,"Alcalá",19
1011,63470,Montenegro,21
1012,52254,"El Peñol",3
1013,15131,Caldas,13
1014,63548,Pijao,21
1015,5854,Valdivia,8
1016,27660,"San José Del Palmar",6
1017,13620,"San Cristóbal",12
1018,5390,"La Pintada",8
1019,97511,Pacoa,30
1020,8849,"Usiacurí",11
1021,91460,"Mirití - Paraná",28
1022,25483,"Nariño",15
1023,25120,Cabrera,15
1024,68207,"Concepción",17
1025,25040,Anolaima,15
1026,54743,Silos,10
1027,15740,Siachoque,13
1028,25898,"Zipacón",15
1029,68169,Charta,17
1030,54670,"San Calixto",10
1031,91405,"La Chorrera",28
1032,85300,Sabanalarga,26
1033,19513,Padilla,16
1034,44110,"El Molino",14
1035,41026,Altamira,1
1036,15696,"Santa Sofía",13
1037,15820,"Tópaga",13
1038,15832,"Tununguá",13
1039,15090,Berbeo,13
1040,54223,Cucutilla,10
1041,15763,"Sotaquirá",13
1042,73043,"Anzoátegui",24
1043,50400,"Lejanías",22
1044,50683,"San Juan De Arama",22
1045,54245,"El Carmen",10
1046,15401,"La Victoria",13
1047,15816,"Togüí",13
1048,50251,"El Castillo",22
1049,70400,"La Unión",18
1050,5321,"Guatapé",8
1051,68867,Vetas,17
1052,52685,"San Bernardo",3
1053,73055,Armero,24
1054,25394,"La Palma",15
1055,5353,Hispania,8
1056,73148,"Carmen De Apicalá",24
1057,68524,"Palmas Del Socorro",17
1058,68209,Confines,17
1059,70230,"Chalán",18
1060,15272,Firavitoba,13
1061,73024,Alpujarra,24
1062,94343,"Barranco Minas",33
1063,47675,Salamina,20
1064,68162,Cerrito,17
1065,68271,"Florián",17
1066,18410,"La Montañita",23
1067,54680,Santiago,10
1068,54109,Bucarasica,10
1069,15425,Macanal,13
1070,15022,Almeida,13
1071,54418,Lourdes,10
1072,68673,"San Benito",17
1073,52427,"Magüí",3
1074,5819,Toledo,8
1075,47161,"Cerro De San Antonio",20
1076,15106,"Briceño",13
1077,15762,Sora,13
1078,5145,Caramanta,8
1079,50686,"San Juanito",22
1080,18479,Morelia,23
1081,47030,Algarrobo,20
1082,15293,"Gachantivá",13
1083,52565,Providencia,3
1084,15690,"Santa María",13
1085,52022,Aldana,3
1086,15276,Floresta,13
1087,68425,Macaravita,17
1088,54313,Gramalote,10
1089,5842,Uramita,8
1090,91263,"El Encanto",28
1091,15808,"Tinjacá",13
1092,97889,"Yavaraté",30
1093,54250,"El Tarra",10
1094,15822,Tota,13
1095,73520,Palocabildo,24
1096,15332,"Güicán De La Sierra",13
1097,68322,"Guapotá",17
1098,68324,"Guavatá",17
1099,68368,"Jesús María",17
1100,94888,Morichal,33
1101,94887,"Pana Pana",33
1102,85279,Recetor,26
1103,15798,Tenza,13
1104,68549,Pinchote,17
1105,15774,"Susacón",13
1106,5004,"Abriaquí",8
1107,54480,Mutiscua,10
1108,68686,"San Miguel",17
1109,19290,Florencia,16
1110,15114,"Busbanzá",13
1111,5475,"Murindó",8
1112,54239,Durania,10
1113,54125,"Cácota",10
1114,15660,"San Eduardo",13
